Filename,"General, Income Tax, and Uniform School Funds",State Government,Expenditures,Individuals & Businesses,Regulatory Impact
SB0024S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$1,430,900
$1,430,900
Restricted Accounts (FN Only)
$0
$(1,430,900)
$(1,430,900)
Total Revenues
$0
$0
$0
Enactment of this legislation would shift $1,430,900 in ongoing revenue beginning in FY2023 from the
New Public Safety and Firefighter Tier II Retirement Benefits Restricted Account to the General Fund.","FY 2022
FY 2023
FY 2024
General Fund
$0
$1,430,900
$1,430,900
Restricted Accounts (FN Only)
$0
$(1,430,900)
$(1,430,900)
Total Expenditures
$0
$0
$0
Enactment of this legislation would shift $1,430,900 in ongoing expenditures beginning in FY 2023
from the New Public Safety and Firefighter Tier II Retirement Benefits Restricted Account to the
General Fund.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses.
S.B. 24 1st Sub. (Green)
2022/01/31 17:19, Lead Analyst: Kimberly D. Madsen Attorney: AVA"
HB0387S03.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation could cost local governments approximately $196,200 one-time in the first
election year and approximately $95,200 ongoing beginning in the subsequent election year for costs
associated with electronic logging of replicated ballots and ballot processing and updates.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0212S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
General Fund, One-time
$0
$10,200,000
$185,000
Total Expenditures
$0
$10,200,000
$185,000
Enactment of this legislation could cost the Governor's Office of Economic Opportunity $10,200,000
one-time from the General Fund in FY 2023 and $185,000 one-time in FY 2024 for grant management,
compliance review, contractual support, and an initial grant pool for the Manufacturing Modernization
Grant program.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(10,200,000)
$(185,000)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0260.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0176S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$(157,400)
$(157,400)
General Fund, One-time
$0
$(15,200)
$0
Liquor Control Fund
$0
$174,100
$158,900
Total Revenues
$0
$1,500
$1,500
Enactment of this legislation may increase revenue to the Liquor Control Fund by $1,500 ongoing
beginning in FY 2023. When combined with the costs identified below, enactment of this bill could
reduce year-end transfers from the Liquor Control Fund to the General Fund by $172,600 in FY 2022
and by $157,400 annually beginning in FY 2024.","FY 2022
FY 2023
FY 2024
General Fund, One-time
$2,600
$0
$0
Liquor Control Fund
$0
$184,100
$158,900
Total Expenditures
$2,600
$184,100
$158,900
Enactment of this bill could cost the Department of Alcoholic Beverage Control (DABC) $174,100
one-time from the Liquor Control Fund in FY 2023 and $158,900 ongoing in FY 2023 for staff and
compliance costs. Enactment could cost the Division of Administrative Services about $2,600 one-
time from the General Fund in FY 2022. DABC reports that about $10,000 in one-time costs to
update materials to reflect the name change of the Department required in this bill could be absorbed.
Spending from the Liquor Control Fund impacts year-end transfers to the General Fund.
FY 2022
FY 2023
FY 2024
Net All Funds
$(2,600)
$(182,600)
$(157,400)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.
S.B. 176 1st Sub. (Green)
2022/02/23 08:18, Lead Analyst: Gary R. Syphus Attorney: ALW","UCA 36-12-13(2)(c)
Enactment of this legislation could cost an estimated 12 applicants about $125/each for a total of
$1,500 annually in initial fees beginning in FY 2023.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0431.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0360.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0001.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Restricted Accounts (FN Only)
$0
$22,824,000
$22,824,000
Total Revenues
$0
$22,824,000
$22,824,000
This bill transfers $22,824,000 in FY 2023 from the Education Fund into the Performance Funding
Restricted Account.","FY 2022
FY 2023
FY 2024
General Fund
$0
$404,885,900
$404,885,900
General Fund, One-time
$(1,000,000)
$0
$0
Education Fund
$0
$904,566,500
$904,566,500
Education Fund, One-time
$1,000,000
$0
$0
Federal Funds
$0
$3,902,300
$3,902,300
Dedicated Credits Revenue
$(9,417,000)
$898,610,400
$898,353,400
Restricted Revenue
$0
$21,790,400
$21,790,400
Transfers
$(9,870,400)
$27,105,500
$24,126,400
Other Financing Sources
$(561,700)
$2,435,800
$2,435,800
Closing Nonlapsing
$(258,500)
$4,328,800
$4,328,800
Total Expenditures
$(20,107,600)
$2,267,625,600
$2,264,389,500
This bill appropriates ($20,107,600) for FY 2022, plus $2,244,801,600, including $1,286,628,400
from the General and Education Funds for FY 2023. These appropriations support the operations and
capital acquisitions of state government, including expendable funds and accounts. It transfers another
$22,824,000 in FY 2023 from the Education Fund into Performance Funding Restricted Account.
FY 2022
FY 2023
FY 2024
Net All Funds
$20,107,600
$(2,244,801,600)
$(2,241,565,500)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.
S.B. 1
2022/01/17 19:47, Lead Analyst: Brian Wikle Attorney: MC","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0101.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$7,400
$7,400
General Fund, One-time
$0
$(4,200)
$0
Commerce Service Fund
$0
$24,100
$24,100
Commerce Service Fund, One-
time
$0
$4,200
$0
Total Revenues
$0
$31,500
$31,500
Enactment of this legislation could increase revenue to the Commerce Service Account by $31,500
ongoing beginning in FY 2023 from license applications. After factoring in estimated costs, enactment
of this legislation could increase the year-end transfer to the General Fund from the Commerce
Service Account by $3,200 in FY 2023 and $7,400 ongoing in FY 2024.","FY 2022
FY 2023
FY 2024
Commerce Service Fund
$0
$24,100
$24,100
Commerce Service Fund, One-
time
$0
$4,200
$0
Total Expenditures
$0
$28,300
$24,100
Enactment of this legislation could cost the Division of Consumer Protection $28,300 in FY 2023 and
$24,100 ongoing in FY 2024 from the Commerce Service Account to assess and process credentials
and issue licenses.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$3,200
$7,400
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.
S.B. 101
2022/01/20 10:17, Lead Analyst: Bidusha Mudbhari Attorney: CW1","UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 900 applicants per year paying a $35 fee to
have their license application reviewed, for a total cost of $31,500 starting FY 2023.","UCA 36-12-13(2)(d)
Enactment of this legislation could result in a small increase in the regulatory burden for Utah residents
or businesses."
HB0269S02.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
General Fund
$0
$3,000
$3,000
Total Expenditures
$0
$3,000
$3,000
Enactment of this legislation could cost the Division of Water Resources $3,000 ongoing from the
General Fund for additional staff, starting in FY 2023.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(3,000)
$(3,000)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation could cost $6,000 to $20,000 per year to a local government, political
subdivision, a water provider, or a wastewater service provider to research and report the required
information every five years. The estimated cumulative impact on these organizations could be $2.3
million to $4.7 million per year, starting in FY 2023.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses.
H.B. 269 2nd Sub. (Gray)
2022/02/23 09:16, Lead Analyst: Ivan D. Djambov Attorney: PO"
HB0146S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation could increase revenue for local health departments due to fees charged
to food truck businesses who fails a health inspection. The total impact of the fees is unknown at this
time.","UCA 36-12-13(2)(c)
Enactment of this legislation could increase costs for food truck businesses due to fees charged to
food truck businesses who fails a health inspection. The total impact of the fees is unknown at this
time.","UCA 36-12-13(2)(d)
Enactment of this legislation could result in a small increase in the regulatory burden for Utah residents
or businesses."
SB0062.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Education Fund
$0
$(571,578,000)
$(571,578,000)
Education Fund, One-time
$(47,081,000)
$(65,455,000)
$0
Total Revenues
$(47,081,000)
$(637,033,000)
$(571,578,000)
Enactment of this legislation could result in a decrease in revenue to the Education Fund of $47.1
million one-time in FY2022 and $571.6 million ongoing beginning in FY2023, with additional one-time
loss of $65.5 million in FY2023 due to forecasted accelerated growth.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$(47,081,000)
$(637,033,000)
$(571,578,000)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation could result in an average decrease of 10.5% in income tax liability for
Utah taxpayers.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
